Asin,Brand,Title,Price,keywords,Categories,Bestsellers_rank,Rating,Ratings_total,Bundles,Frequently_bought_together,Newer_model,Color,Connectivity_Technology,Printing_Technology,Printer_Output,Maximum_Print_Speed_Color,Weight,Depth,Width,Height,Special_Feature,TotalNo_Special_Feature
B0CDVW5QKW,Elonbo,Elonbo D110 Label Maker Machine Carrying Case  Travel Bag for NIIMBOT JADENS D110 Portable Bluetooth Wireless Label Printer  Small Mini Thermal Sticker Printer Storage Holder  Pocket Fits Tape  Pink Pink Inside Grey White,11.99,26,Electronics,0,4.4,99,0,0,0,pink inside gray white,bluetooth,Label Maker Machine,Color,1,87.885,7.839467456,7.963402367,5.807751479,['Portable'],1
B0CLL5PFZJ,MUNBYN,MUNBYN Storage Carrying Case Compatible with Peripage A40 Portable Printer  Compatible Portable Printer ITP01 Wireless Thermal Printer  Compact Waterproof Shockproof Scratch resistant,19.99,20,All Departments,46472,4.8,42,0,2,0,blue,bluetooth,Thermal,Color,0,257.985,11.42,2.76,3.94,['Printer'],1
B0CJF75R7K,Moremore,Mini Sticker Printer  Inkless Thermal Printer with 10 Rolls Thermal Papers and Stickers for iOS Android  Mini Portable Printer for DIY  Scrapbook  Memo  Pictures  Notes  List Blue,28.99,20,Electronics,41907,4.5,37,0,2,0,blue,bluetooth,Thermal,Color,0,408.24,0.62,1.29,1.29,"['Wireless', ' Portable', ' Lightweight']",3
B0C9GSFXWM,Phomemo,Phomemo Label Maker  T02 Sticker Printer Inkless Printer Mini Printer Sticker Maker Bluetooth Thermal Pocket Printer for Study Notes  Stickers  Photos  DIY Printing  with 3 Rolls Paper  Green Green 1 Printer   3 Rolls Paper,34.38,24,Electronics,18394,4,188,3,0,0,green,bluetooth,Thermal,Color,0,289.17,2.36,2.36,0.71,['Portable'],1
B0CGT9J41H,NOPAARD,NOPAARD Shipping Label Printer Bluetooth Thermal  4x6 Postal Label Printer for Shipping Packages Small Business,71.99,13,Electronics,147860,4.5,4,0,2,0,white,bluetooth usb,Thermal,Color,150,1796.256,1.22,3.1,1.29,"['Easy to Setup', ' No ink No toner', ' Auto Decetion', ' High-speed Printing', ' Works with Chrome OS']",5
B0C9LDKLMV,Printers Jack,Printers Jack Compatible 590ml 502 T502 Refill Ink Bottles Replacement for ET 2750 ET 3750 ET 4750 ET 2760 ET 3760 ET 4760 ET 2700 ET 3700 ET 3710 ET 15000 ST 2000 ST 3000 ST 4000 Printer 502 590ml  2BK C M Y ,22.49,22,Electronics,6828,4.6,3378,0,2,0,other,bluetooth,other,Color,0,839.16,7.839467456,7.963402367,5.807751479,"['OEM', ' Compatible']",2
B0BTKJF469,HuiJuKeJi,HuiJuKeJi Mini Sticker Printer Bluetooth Smart Pocket Inkless Thermal Printer with 11 Rolls Thermal Paper and Sticker for iOS Android  Portable Receipt Printer for Photo Journal Notes Memo   Pink,26.99,24,Electronics,7048,4.3,1360,0,2,0,pink,bluetooth,"Thermal, APP, Inkless",Color,1,210,1.8,3.2,3.2,['mini pocket Thermal Printer with 11 Rolls Thermal Paper'],1
B0CSJHBKHF,Q-image,952XL Ink cartridges Combo Pack for HP 952 XL 952XL Work for HP Officejet Pro 7740 8710 8715 8210 8720 8725 8740 8730 8200 7720 8702 Printer Black  Cyan  Magenta  Yellow  4 Packs,49.99,22,Electronics,134836,4.3,113,0,2,0,other,bluetooth,other,Color,0,280.665,4.8,4.1,2.8,['2000'],1
B0CF9CHLMX,ST-CARE,Mini Pocket Bluetooth Printer Portable Thermal Printer with 5 Roll Papers for Journal DIY Scrapbook Travel Notes Lists Label Memo  Receipt Printer for Children Women Gifts Kids Christmas iOS Android X5 pink,23.99,19,Electronics,20196,4.2,1059,0,2,0,pink,bluetooth,Thermal,Color,0,244.944,4.6,3.8,2,['Portable'],1
B0CGWCZV4N,FasionMior,Sticker Printer Machine  Mini Thermal Printer  Inkless Notes Printer Mini  Portable Bluetooth Pocket Phone Printer for Journal  Photos  Notes  Kids Gift  Pink Mini Printer Sticker Maker,17.99,25,Electronics,57448,4.3,25,0,2,0,pink,bluetooth,Thermal,Color,0,221.13,0.79,1.18,1.18,"['Bluetooth', 'Portable']",2
B0CTQ34ZK7,WORTHDO,822XL Remanufactured for Epson 822XL Ink Cartridges for Epson 822 XL for Epson Workforce Pro WF 3820 WF 3823 WF 4820 WF 4830 WF 4833 WF 4834 Printer 2 Black,93.17,16,Electronics,349915,4.1,878,0,0,0,other,bluetooth,other,Color,0,119.07,1,1,1,['1100'],1
B0CQTGBM8Y,HUIJUTCHEN,10 Rolls Thermal Mini Printer Paper for Inkless Mini Printer  5 Rolls Thermal Sticky Paper   5 Rolls Thermal Plain Paper  57X25mm  for Notes Journal Memo Photo Study,13.99,22,Office Products,99513,4.5,8,0,2,0,white,bluetooth,Inkless,Color,0,209.79,7.839467456,7.963402367,5.807751479,['Biodegradable'],1
B0C9GL9HNC,Greateam,Mini Thermal Printer Sticker Paper for Mini Pocket Printer and Bluetooth Mini Inkless Thermal Sticker Printer  57mm x 30mm Mini Printer Sticker Paper Self Adhesive  Black on White  6 Rolls,15.99,24,Office Products,58525,4.3,19,0,2,0,black on white,bluetooth,other,Color,0,189.945,2.36,2.52,3.62,['57mm x 30mm Mini Sticker Printer Paper Millimeters'],1
B0BQHT49QR,MUNBYN,MUNBYN Blue 4x6 Inch Direct Thermal Labels  500 Labels Stacks  Fanfold Shipping Label Paper for Thermal Printers  Permanent Adhesive Mailing Postage Labels for Shipping Packages Blue 500 Labels,23.99,20,Industrial & Scientific,0,4.8,12767,0,2,0,blue,bluetooth,Thermal,Color,0,0,7.839467456,7.963402367,5.807751479,['MUNBYN'],1
B0BTKJF469,HuiJuKeJi,HuiJuKeJi Mini Sticker Printer Bluetooth Smart Pocket Inkless Thermal Printer with 11 Rolls Thermal Paper and Sticker for iOS Android  Portable Receipt Printer for Photo Journal Notes Memo   Pink,26.99,24,Electronics,0,4.3,1360,0,2,0,pink,bluetooth,"Thermal, APP, Inkless",Color,1,210,7.839467456,7.963402367,5.807751479,['mini pocket Thermal Printer with 11 Rolls Thermal Paper'],1
B0CJF7LKX4,HuiJuKeJi,HuiJuKeJi Inkless Sticker Printer Mini Thermal Printer with 10 Rolls Thermal Paper Color Pen for iOS Android  Bluetooth Pocket Printer Smart Portable Receipt Printer for Photo Journal Notes Memo Blue Blue 9 rolls paper  Colored sticky notes Blue,26.99,24,Electronics,43767,4.3,464,0,2,0,blue,bluetooth,ThermalÔºåinklessÔºåAPP,Color,1,430.92,0.39,0.39,0.39,['mini inkless sticker printer with 10 rolls paper and 5 pens'],1
B0C6MT1LG2,LabelCreate,LabelCreate T02 Sticker Printer  „  2024 New Upgrade„   Mini Thermal Printer  Sticker Printer Machine  Bluetooth Wireless Portable Printer for Kids Birthday  New Year Gift 1 Printer   1 Paper Green,37.49,19,Electronics,103974,4.4,94,6,2,0,green,bluetooth,T02 Mini Thermal Sticker Printer,Color,0,249.48,1.39,1.35,0.62,"['Attention: Bluetooth connection in APP instead of phone setting system! T02 inkless sticker printer', ' t02 bluetooth mini printer', ' t02 mini pocket sticker printer', ' t02 mini pocket sticker printer', ' t02 portable mini printer sticker maker machine for New Year Gift See more']",5
B0CQTGBM8Y,HUIJUTCHEN,HUIJUTCHEN 10 Rolls Thermal Mini Printer Paper for Inkless Mini Printer  5 Rolls Thermal Sticky Paper   5 Rolls Thermal Plain Paper  57X25mm  for Notes Journal Memo Photo Study,13.99,23,Office Products,99513,4.5,8,0,2,0,white,bluetooth,Inkless,Color,0,209.79,7.839467456,7.963402367,5.807751479,['Biodegradable'],1
B0CHM7V6F4,Vicbear,Vicbear 16 Rolls Mini Thermal Printer Paper  Including 6 Rolls Thermal Sticker Paper   10 Rolls Thermal Plain Paper for Mini Portable Printers  57X25mm  Suitable for Various Inkless Sticker Printers,14.95,24,Office Products,106122,4.3,10,0,2,0,white,bluetooth,other,Color,0,306.18,2.24,0.98,0.1,['2.24X177; 2.24X118 Inches'],1
B0CQ21LGW8,HPRT,HPRT Thermal Labels for T20 Label Printer  1 57  x 1 18  40x30 mm  Waterproof Sticker Paper  Thermal Tape for HPRT T20 T260 Label Maker  200 Labels Roll White 40x30mm,5.99,17,Office Products,15997,4.05,1,0,2,0,beige,bluetooth,Thermal,Color,0,40.824,7.839467456,7.963402367,5.807751479,['Polished'],1
B0C9GL9HNC,Greateam,Mini Thermal Printer Sticker Paper for Mini Pocket Printer and Bluetooth Mini Inkless Thermal Sticker Printer  57mm x 30mm Mini Printer Sticker Paper Self Adhesive  Black on White  6 Rolls,15.99,24,Office Products,0,4.3,19,0,2,0,black on white,bluetooth,other,Color,0,0,7.839467456,7.963402367,5.807751479,['57mm x 30mm Mini Sticker Printer Paper Millimeters'],1
B0BTTGHZ4M,TOKYOINK,TOKYOINK 63XL Ink Cartridges Black and Color Combo Pack Remanufactured Replacement for HP 63 63XL Ink Compatible with HP Envy 4520 4512 OfficeJet 3830 4650 5258 5255 4652 4655 Deskjet 2130 Printer,22.98,25,Electronics,63949,4.1,85,0,2,0,other,bluetooth,other,Color,0,181.44,3.34,2.95,2.95,['380'],1
B010J0OQBO,Gold Coast Dynamics,12 PACK SP 700 Ribbon Ink Cartridge Quality BLACK and RED Compatible with STAR Printer RC 700BR  SP700  712  742,19.95,12,Electronics,30423,4.6,443,0,2,0,other,bluetooth,other,Color,0,458.136,5.23,0.68,2.63,['Printer'],1
B0B741ZK1H,Ubinki,Remanufactured Ink Cartridge Replacement for HP 65XL 65 Ink  Black 2 Pack  HP65 XL HP65XL for 5000 5055 3755 3700 3772 3722 2600 3752 2652 2655 2622 2640 5052 5010 5070 5014 Printer,23.99,25,Electronics,7484,4.4,162,0,2,0,black,bluetooth,other,Color,0,99.792,2.66,1.47,4.23,['Printer'],1
B09CDWL8JD,Brother,Brother Genuine LC401BK Standard Yield Black Ink Cartridge,13.99,7,Office Products,1203,4.6,1071,0,0,0,black,bluetooth,Laser,Color,0,45.36,5.6,1,3.6,['200'],1
B08XZQ4ZSN,Canon,Canon CL 276 Color Ink Cartridge  Compatible to PIXMA TS3520  TS3522 and TR4720 Printers,21,10,Office Products,1457,4.6,1584,0,2,0,black,bluetooth,Inkjet,Color,0,45.36,3.4,2.1,2,['Printer'],1
B00AH9JVLS,Canon,Canon PGI 250XL PGBK Compatible to iP7220 iX6820 MG5420 MG5520 MG6420 MG5620 MG6620 MX922 MX722 iP8720 MG6320 MG7120 MG7520 Printers PGI 250XL Black Ink,27,15,All Departments,2224,4.7,5479,0,2,0,black,bluetooth,Inkjet,Color,0,45.36,2.7,1.2,5.8,['500'],1
B096BF5DJQ,Filery,Compatible Ink Cartridges Replacement for Canon 280 281 280XXL 281XXL  Work with PIXMA 20 TR8520 TS6120 TS6220 TS8120 TR7520 Printer  5 Pack  1 PGBK  1 Black  1 Cyan  1 Magenta  1 Yellow ,19.99,21,Electronics,12789,4.7,906,0,0,0,other,bluetooth,other,Color,0,172.935,7.839467456,7.963402367,5.807751479,['Printer'],1
B07X5SKYPD,E-Z Ink,E Z Ink  TM Compatible Ink Cartridge Replacement for Canon PGI 280XXL PGI 280 XXL Compatible with PIXMA TR7520 TR8520 TS6120 TS6220 TS8120 TS8220 TS9120 TS9520 TS9521C Printer  2 PGBK ,16.99,19,Office Products,2955,4.7,2652,0,2,1,tn660 2black,bluetooth,other,Color,0,108.864,7.839467456,7.963402367,5.807751479,['600'],1
B0016P8Q0Y,HP,HP 60XL Black High yield Ink Cartridge   Works with DeskJet D1660  D2500  D2600  D5560  F2400  F4200  F4400  F4580  ENVY 100  110  120  PhotoSmart C4600  C4700  D110a Series   CC641WN,65.89,22,Office Products,5313,4.7,4590,0,0,0,white,bluetooth,Inkjet,Color,0,63.504,1.5,2.5,4.5,['600'],1
B0C9GP8VMG,SANUNE,SANUNE Remanufactured Ink Cartridge Replacement for HP Ink 61 61XL Combo Pack for HP Envy 4500 5530 4502 5535 5534 OfficeJet 4630 4635 Deskjet 1000 1010 1510 1512 2540 Printer  1 Black  1 Tri Color ,19.98,25,Electronics,28284,4.5,90,0,2,0,other,bluetooth,other,Color,0,119.07,2.95,2.76,2.76,['650'],1
B0009WH87M,HP,HP 22 Tri color Ink Cartridge   Works with DeskJet D1300  D1400  D1500  D2300  D2400  F300  F2100  F2200  F4100  3900  OfficeJet J3600  4315  5600  PSC 1410  Fax 1250  3180 Series   C9352AN,37.89,24,Office Products,10187,4.7,2649,0,0,0,white,bluetooth,Inkjet,Color,0,36.288,3.7,11.2,10.3,['165'],1
B0BYZSZQRC,TECKKIN,65XL Ink Cartridges Black Color Combo Pack High Yield Replacement for HP Ink 65 65XL for HP DeskJet 3755 3772 3700 3752 3722 2600 2622 2652 Envy 5055 5000 5070 Printer  1 Black 1 Tri Color ,32.99,25,Electronics,1056,4.5,1049,0,2,1,other,bluetooth,other,Color,0,124.74,7.839467456,7.963402367,5.807751479,['1096'],1
B0BQQXZD4H,E-Z Ink,E Z Ink  TM Compatible TN660 Toner Cartridge Replacement for Brother TN660 TN 660 TN 660 TN630 Compatible with HL L2300D HL L2380DW HL L2320D DCP L2540DW MFC L2700DW MFC L2685DW Printer  2 Black ,27.99,19,Electronics,0,4.6,668,0,2,0,tn660 2black,bluetooth,other,Color,0,0,7.839467456,7.963402367,5.807751479,['Compatible with HL-L2300D HL-L2305W HL-L2315DW HL-L2320D HL-L2340DW HL-L2360DW HL-L2380DW MFC-L2680W MFC-L2700DW MFC-L2705DW MFC-L2707DW MFC-L2720DW MFC-L2740DW MFC-L2685DW DCP-L2520DW DCP-L2540DW Laser Printers See more'],1
B0CDJVQTCT,SUDLTO,TN760 TN 760 Compatible with Brother TN760 TN730 Toner TN 730 TN 760 to Use with MFC L2750DW HL L2370DW MFC L2710DW HL L2350DW DCP L2550DW HL L2390DW Printer  2 Black  High Yield  2 pack of TN760,29.98,20,Office Products,5517,4.7,129,0,2,0,other,bluetooth,other,Color,0,1070,7.839467456,7.963402367,5.807751479,['2 pack of tn760 tn-760'],1
B08VDS4Y5H,HP,HP Laserjet MFP M234sdw Wireless Black White All in One Laser Printer  Instant Ink Ready  6GX01F BGJ ,179,10,Electronics,12495,4.2,202,0,2,0,gray,wi-fi,Laser,Color,0,9525.6,4.78,6.48,4.56,"['Auto-Duplex', ' Network-Ready', ' Energy Star Certified', ' Cloud Print Enabled', ' Works with Alexa']",5
B0CL658GVW,Zoolion,Thermal Portable Printers Wireless for Travel  Small Wireless Printer for iPhone   Laptop  Inkless Printer Supports A4   8 5x11 2 3 4 inch Paper  Mobile Printer for Vehicles  Office  School  Hotel Grey,149.99,22,Electronics,292727,4.6,66,0,2,0,gray,bluetooth usb,Thermal,Color,1,992,12.2,3.62,4.48,"['Supports Rear-feed and Roll-fed Printing', ' Upgrade 304DPI Portable Thermal Printer', ' Upgrade Wireless Small Printer', "" Inkless Portable Printer Support 8.5''x 11'' US Letter/A4/2''/3''/4'' Thermal Paper"", ' Upgrade Bluetooth Portable Printers for 2500mAh See more']",5
B08ZHZJQJH,Ankink,ANKINK Remanufactured Ink Cartridge Replacement for HP Ink 65 XL 65XL  Black and Color Combo Pack  for HP65 5055 5000 5052 5010 5070 5014 3755 3700 3772 2600 3752 2652 2655 2622 2640 Printers BK color,27.99,27,Electronics,2190,4.5,1471,1,2,0,other,bluetooth,other,Color,0,108.864,4.33,1.57,2.76,['600'],1
B0B52F3L9G,Epson,Epson EcoTank ET 28 Series Wireless Color All in One Cartridge Free Supertank Inkjet Printer with Scan and Copy  Bluetooth  WiFi  AirPrint  Photo Printing  Bundle with USB Cable  Black ,299,23,Electronics,151973,5,4,0,2,0,black,bluetooth usb ethernet,Inkjet,Color,5,9072,5.83,8.98,3.94,"['Bluetooth', 'Wireless']",2
B08NY1QVDZ,HP,HP DeskJet Plus 4158 All in One Inkjet Printer  Scanner  Copy  Mobile Print  Instant Ink Ready  Wireless Printers for Home and Office  Dual band Wi Fi  7FS76A  Renewed ,69.99,20,Electronics,1298,4,929,0,2,0,white,wi-fi,Inkjet,Color,0,5815.152,5.15,6.63,3.1,"['Wireless', ' Scan To Email', ' Auto Document Feeder', ' Double Sided Scanning']",4
B08P3X7LHT,Canon,Canon PIXMA G1220 Single Function MegaTank Inkjet Printer  Print Only  Black   4469C002 ,167,12,Electronics,201893,3.8,359,0,2,1,black,usb,Inkjet,Color,5,4808.16,13,17.6,5.4,['wireless'],1
B09VF4Z2WQ,Rollo,Rollo Wireless Shipping Label Printer   Wi Fi Thermal Label Printer for Shipping Packages   AirPrint from iPhone  iPad  Mac   4x6 Label Printer,279.99,17,Electronics,0,4.3,1062,0,2,0,white,wi-fi usb,Thermal,Color,0,1587.6,1.18,2.76,1.38,"['AirPrint Enabled', ' WiFi Ready']",2
B09WZBX4Z1,Brother,Brother MFC J1170DW Wireless Color Inkjet All in One Printer with Mobile Device Printing  NFC  Cloud Printing   Scanning  Refresh Subscription and Amazon Dash Replenishment Ready,129.99,20,Electronics,5345,4.2,562,0,2,0,black,wired wireless,Inkjet,Color,16.5,7439.04,13.5,15.7,6.8,['Auto-Duplex'],1
B0B2F4P786,HP,HP LaserJet Pro 4001n Printer  Print  Fast speeds  Easy setup  Mobile printing  Advanced security  Best for small teams  Ethernet USB only,198,17,Electronics,11693,3.8,66,0,2,0,white,usb ethernet,Laser,Color,0,8219.232,5.54,5.91,3.35,"['Dual Paper Tray', ' HP Pro Wolf Security', ' Works with Alexa']",3
B0C779PRCL,MUNBYN,MUNBYN Bluetooth Thermal Label Maker Label Makers  Portable Label Printer Sticker Printer Labeler for Office Home School Organized Storage  Barcode Office Supplies  Home  Tiffany ,17.99,23,Electronics,24066,4.3,866,3,2,0,blue,bluetooth,Thermal,Color,20,158.76,3.19,4.8,2.05,"['Bluetooth', 'Portable']",2
B0995JWCT1,POLONO,POLONO Thermal Label Printer  4x6 Shippping Label Printer for Shipping Packages  Commercial Thermal Label Maker  Compatible with Amazon  Ebay  Etsy  Shopify  FedEx  etc  Support Windows and Mac  Gray  USB Gray,99.99,23,Electronics,6794,4.3,1021,18,2,0,gray,usb,Thermal,Color,0,1900,2.43,2.43,4.3,['Easy to Set up'],1
B0C7P5T9D9,Ponek,Portable Printers Wireless for Travel  M08F Letter Wireless Inkless Portable Printer  Blutooth Thermal Printer  Tattoo Printer Supports 8 5  X 11  Thermal Paper  Travel Printer for Office  Home,159.99,22,Electronics,75862,4.9,29,7,2,1,black,bluetooth usb,Thermal,Color,53,938.952,1.02,4.8,0.63,"['Wireless', ' Portable', ' Inkless Thermal Printing', ' Compatible with Mobile Phone & PC', ' Long-lasting and Fast Charging Battery See more']",5
B07CBV7YJ8,HUANUO,HUANUO Printer Stand with Cable Management and Storage Drawer  Printer Table with Locking Wheels  14 1 inch Maximum Height Printer Cart for Under Desk  Home  Office  HNDPS,39.99,23,Office Products,10483,4.5,5749,3,2,0,other,bluetooth,other,Color,0,2875.824,17.1,13.2,13.2,['Printer'],1
B08XBKYF4W,Printers Jack,Printers Jack 440ml Sublimation Ink for EcoTank Supertank Inkjet Printer ET 2400 ET 2720 ET 2760 ET 2800 ET 2803 ET 2830 ET 4800 ET 3760 ET 2850 ET 7720  Upgrade Version Offer Free ICC Printing 440ml Multicolor,32.99,22,Electronics,8952,4.8,304,0,2,0,other,bluetooth,other,Color,0,630.504,7.839467456,7.963402367,5.807751479,['Refill Ink'],1
B09QRJ32YB,Brother,Brother Compact Monochrome Laser Printer 2300 Series  250 Sheet  Prints up to 27 ppm  Automatic Duplex Printing  Amazon Dash Replenishment Ready  Tech Deal USB Printer Cable,199.99,20,Electronics,318466,4.46,1,0,2,0,black,usb,Laser,Color,0,6804,14.2,14,7.2,['Monochrome'],1
B01MZD55F2,HP,HP LaserJet Pro MFP M227fdn Monochrome All in One Printer with built in Ethernet   2 sided printing   G3Q79A ,199,11,Office Products,0,4.2,345,0,2,0,white,usb,Laser,Color,35,9072,7.839467456,7.963402367,5.807751479,['Auto-Duplex'],1
B0BVBWCW9X,Rohon,952xl Latest Upgrade Compatible Ink Cartridges Combo Pack Replacement for HP 952 XL Use with Officejet Pro 7740 8210 8710 8720 8740 8715 7720 8725 8730  4 Packs   Black  Cyan  Yellow  Magenta,39.99,24,Electronics,0,4.1,1891,0,2,0,other,bluetooth,other,Color,0,0,7.839467456,7.963402367,5.807751479,['Printer'],1
B07FTDNZLZ,BETCKEY,BETCKEY   Compatible DYMO 30323  2 1 8  x 4   Shipping Name Badge Labels  Strong Adhesive   Perforated  Compatible with DYMO Labelwriter 450  4XL  Rollo   Zebra Desktop Printers  16 Rolls 3840 Labels  16 rolls  3840 Labels ,36.9,21,Office Products,27140,4.6,254,0,0,0,other,bluetooth,other,Color,0,2199.96,11.14,5.67,4.76,['BETCKEY'],1
B0BVW1ZMR8,Memoqueen,Phomemo Bluetooth Thermal Label Printer 4X6   Wireless Shipping Label Printer for Shipping Packages   Small Business  Compatible with iOS   Android  for USPS  Etsy Amazon ShopifyÔº Pink and White,119.99,21,Electronics,39183,4.3,117,10,2,0,pink,bluetooth usb,Thermal,Color,0,32.0355,1.97,2.76,2.36,"['‚\x9c\x85Thermal Printing', ' ‚\x9c\x85Bluetooth and Usb Connection', ' ‚\x9c\x85IOS & Android Phone/Pad', ' Mac OS', ' Windows', ' Chrome OS', ' Linux', ' ‚\x9c\x85High Speed Shipping Label Printer', ' ‚\x9c\x85Lower Cost ‚\x9c\x85Stylish ‚\x9c\x85Compact See more']",9
B0BTGLTBDB,Itari,Itari Portable Bluetooth Thermal Tattoo Stencil Printer   M08F Compact Printer for Phone   Laptop  Portable Printers Wireless for Travel  Home Use  Vehicles  Office  School  Support 8 5  X 11  Letter Printer Pink,118.39,22,Electronics,0,4.2,500,0,0,1,pink,bluetooth,Thermal,Color,0,0,5.51,1.81,1.42,"['Portable', ' Bluetooth Connection', ' Inkless Printing', ' Only support thermal paper']",4
B0CLNT35KW,HUIJUTCHEN,Mini Sticker Printer   Mini Pocket Printer for iPhone Thermal Printer with 10 Rolls Thermal Paper for Journal  Memo  Photo  Black,27.99,17,Electronics,24572,4.4,44,0,2,0,black,bluetooth,Inkless,Color,10,150.255,1.18,0.39,0.79,['Portable'],1
B09TPZ3HLZ,HP,HP Smart  Tank 6001 Wireless Cartridge Free all in one printer  this ink  tank printer comes with up to 2 years of ink included  with mobile print  scan  copy  2H0B9A ,239.99,19,Electronics,2604,4.1,1370,0,2,0,gray,wired wireless,Inkjet,Color,7,6395.76,16.83,7.82,14.33,"['Auto-Duplex', ' Network-Ready', ' Refillable Ink Tank', ' Borderless Printing']",4
B0CFD1G1VT,Brother,Brother HL L3280CDW Wireless Compact Digital Color Printer with Laser Quality Output  Duplex  Mobile Printing   Ethernet   Includes 4 Month Refresh Subscription Trial¬π  Amazon Dash Replenishment Ready New  HL L3280CDW Adds 2 7  Touchscreen Display,269.99,24,Electronics,3720,4.3,3270,0,2,0,white,wi-fi usb ethernet,Laser,Color,27,15377.04,15.7,10.8,15.7,"['Auto-Duplex', ' Network-Ready']",2
B0BL466Y41,HP,HP Smart  Tank 5101 Wireless Cartridge free all in one printer  up to 2 years of ink included  mobile print  scan  copy  1F3Y0A    White ST 5001,189.99,14,Electronics,498,4.1,2019,0,2,0,white,wi-fi usb,Inkjet,Color,5,5030.424,14.23,17.11,6.19,['Refillable Ink Tank'],1
B08QR6P8KV,HP,HP OfficeJet Pro 9015e Wireless Color All in One Printer with bonus 6 months Instant ink with HP   1G5L3A  Gray Old Version,93.17,13,Electronics,0,4.1,6186,0,0,0,gray,wired wireless,Inkjet,Color,18,9267.048,7.839467456,7.963402367,5.807751479,"['Wireless', ' Scan To Email', ' Auto-Duplex', ' Double Sided Scanning', ' Auto-Document Feeder']",5
B08X458JFQ,Phomemo,Phomemo M02S Mini Phone Printer  300dpi Bluetooth Thermal Tiny Photo Printer for Work List  Plan  Photo Printing  DIY Label Sticker  with Total 6 Rolls Paper  Black Black 1 Printer   6 Roll Papers,79.99,23,Electronics,0,4.4,1600,0,2,0,black,bluetooth usb,Thermal,Color,0,0,7.839467456,7.963402367,5.807751479,['Bluetooth'],1
B0CM3BZ7QF,PRINHSJI,Pocket Printer for iOS Android Wireless Mini Sticker Printer with 10 Rolls Thermal Paper  Mini Pocket Bluetooth Thermal Printers  Portable Receipt Printer for Photo Journal Notes Memo Purple,27.99,24,Electronics,0,3.6,18,0,0,0,purple,bluetooth,"Mini,Portable",Color,10,416.6,7.839467456,7.963402367,5.807751479,['Portable'],1
B0C7Q85VHM,Zoolion,T02 Mini Sticker Printer  Sticker Printer Machine with 3 White Paper Rolls Gift Box Set  Mini Printer Sticker Printer  Memoking Label Makers  Inkless Sticker Printer for Photo  Journal  Memo Pink 1 Printer   3 Roll Paper,42.99,24,Electronics,132197,4,164,5,2,0,pink,bluetooth,Thermal,Color,15,320.355,2.6,0.74,2.56,['Portable'],1
B0CJYJFXCF,ACOFWENL,Mini Printer Inkless Sticker Printer Pocket Mini Thermal Printer Sticker Maker Machine with 8 Rolls Continuous Paper for Photo Journal  Fun  Work,20.99,19,Electronics,117479,3.5,6,0,2,0,white,usb,Thermal,Color,5,300,3,1.8,3,"['Bluetooth', 'Portable']",2
B08VRZ6Q92,CS BATTERY,Replacement Battery for Zebra Zq520 ZQ500 ZQ510 Qln320 HC Qln220 HC Zr628 Printers P1031365 025 P1031365 069 3400mAh 7 4V,37.99,13,Electronics,115428,3.4,32,0,2,0,other,bluetooth,other,Color,0,150.255,7.839467456,7.963402367,5.807751479,['Printer'],1
B0CG18RRSZ,Phomemo,Phomemo Portable Printer Wireless for Travel  M08F Thermal Printer for Home Use Bluetooth Inkless Printer Support 8 5  X 11  US Letter  Compact Printer Compatible with Android iOS Phone   Laptop Black,159.99,22,Electronics,0,4.5,81,0,2,1,black,bluetooth usb,Thermal,Color,0,712.152,4.8,1.02,0.63,"['Portable', ' Wireless', ' Inkless Thermal Printing', ' Fast Charging Battery', ' Compatible with Mobile Phone & PC See more']",5
B0963Z1YR9,Makeid,Makeid Label Maker Machine with Tape   Compatible with 9 12 16mm Waterproof Tape  Portable   Rechargeable with Built in Cutter Wireless Label Printer Compatible with Android   iOS Devices Standard 203dpi  Beige,28.99,23,Office Products,1477,4.4,3816,9,2,1,beige,bluetooth,Thermal,Color,0,124.74,16.14,39.37,19.69,['Printer'],1
B0CGTMQRWZ,PAPRMA,Mini Pocket Sticker Printer 13 Rolls Paper  Bluetooth Wireless Mini Thermal Printer for Phone iOS Android  Inkless Portable Print Pod for Notes Stickers Photos Pictures Gift for Kids  PK  Pink,23.99,23,Electronics,75157,4.1,49,3,2,0,pink,bluetooth,Thermal,Color,1,160,1.4,3.1,4.3,"['Portable', ' Lightweight']",2
B00AAU54TW,Linksys,Linksys E1200 Wi Fi Wireless Router with Linksys Connect Including Parental Controls  Renewed ,89.99,12,Electronics,70606,4,1799,0,2,0,other,bluetooth,other,Color,0,200,9.84,4.96,6.46,['802.11n'],1
B09LZ94LZV,Ediblethingz,Cake Topper Image Printer  Cake Ink Cartridges  50 Wafer Sheets  Edible Color Markers   Printhead Cleaning Kit Bundle,280,14,Electronics,28403,4.1,448,0,2,0,multi color,wireless,Thermal,Color,0,10251.36,7.87,7.87,3.94,['Wireless'],1
B0CFNF17RH,Brother,Brother Sublimation Printer,399.99,3,Electronics,10464,4.4,57,0,2,0,white,wi-fi,Dye Sublimation,Color,01,8736.336,4.25,7.91,7.52,['Display Screen'],1
B07T1DQNNS,Lexmark,Lexmark MC3224dwe All in One Color Printer,243.99,5,Electronics,23780,4,1082,0,2,0,white  gray,usb,Laser,Color,24,18234.72,15.5,16.2,12.1,"['Auto-Duplex', ' Portable', ' Network-Ready']",3
